state,year,month_name,pollutant_value,temperature,humidity,wind_speed,precipitation_total
Kelantan,2020,September,50.662608695652175,27.493055555555557,84.31527777777778,6.752777777777778,
Kelantan,2021,April,50.23768115942029,28.141666666666666,84.9888888888889,7.084722222222222,
Kelantan,2021,August,46.915848527349226,27.384408602150536,82.44354838709677,6.380376344086022,
Kelantan,2021,December,48.66999287241625,26.408602150537636,85.92732166890983,10.206989247311828,
Kelantan,2021,February,66.01086956521739,26.422348484848484,77.8465909090909,10.369318181818182,
Kelantan,2021,January,52.06594202898551,26.241666666666667,83.85833333333333,17.283333333333335,
Kelantan,2021,July,55.154978962131835,28.213513513513515,80.27702702702703,6.355405405405405,
Kelantan,2021,June,46.43333333333333,28.176388888888887,78.87083333333334,6.911111111111111,
Kelantan,2021,March,51.58245877061469,27.751344086021504,80.08064516129032,11.071236559139784,
Kelantan,2021,May,48.369297610427225,28.377688172043012,83.61827956989248,6.823924731182796,
Kelantan,2021,November,36.94347826086957,26.165277777777778,91.90138888888889,5.083333333333333,
Kelantan,2021,October,52.12278106508876,27.518817204301076,86.94354838709677,6.096774193548387,
Kelantan,2021,September,50.41860465116279,27.419444444444444,82.39583333333333,6.355555555555555,
Kelantan,2022,April,51.6580459770115,28.072222222222223,82.35138888888889,7.225,
Kelantan,2022,August,48.30511945392492,27.364247311827956,83.14516129032258,6.888440860215054,
Kelantan,2022,December,42.87252897068848,25.473118279569892,89.27956989247312,7.044354838709677,
Kelantan,2022,February,45.22049689440994,26.672645739910315,87.19431988041853,12.040358744394618,
Kelantan,2022,January,61.076437587657786,26.474412171507606,82.3762102351314,9.836791147994468,
Kelantan,2022,July,54.58002735978112,27.837365591397848,83.11962365591398,6.014784946236559,
Kelantan,2022,June,53.020316027088036,27.831944444444446,82.04305555555555,6.2555555555555555,
Kelantan,2022,March,54.91721132897604,27.377688172043012,85.51075268817205,7.557795698924731,
Kelantan,2022,May,53.131048387096776,28.107816711590296,83.0633423180593,6.060646900269542,
Kelantan,2022,November,39.99497126436781,26.72222222222222,88.72638888888889,6.090277777777778,
Kelantan,2022,October,36.796527777777776,26.64516129032258,87.39650537634408,6.248655913978495,
Kelantan,2022,September,40.41775836972344,27.07232267037552,83.15438108484005,6.819193324061196,
Kelantan,2023,April,72.67013888888889,29.07638888888889,80.07777777777778,7.440277777777778,
Kelantan,2023,August,47.163978494623656,27.635752688172044,84.73252688172043,6.268817204301075,
Kelantan,2023,December,36.64045698924731,26.951612903225808,86.6236559139785,12.650537634408602,
Kelantan,2023,February,58.907738095238095,26.61698956780924,83.39791356184799,10.47391952309985,
Kelantan,2023,January,53.30902777777778,26.141129032258064,85.77016129032258,9.53763440860215,
Kelantan,2023,July,61.928763440860216,28.571428571428573,82.6826923076923,5.777472527472527,
Kelantan,2023,June,58.53958333333333,28.190277777777776,83.2,7.348611111111111,
Kelantan,2023,March,60.821236559139784,27.313172043010752,79.89650537634408,11.063172043010752,
Kelantan,2023,May,57.19220430107527,28.866935483870968,82.58736559139786,7.079301075268817,
Kelantan,2023,November,39.04017857142857,26.2183908045977,90.54022988505747,6.60632183908046,
Kelantan,2023,October,55.33467741935484,27.61962365591398,84.63844086021506,6.653225806451613,
Kelantan,2023,September,48.796527777777776,27.551226551226552,85.6075036075036,6.038961038961039,
Kelantan,2024,April,66.61041666666667,29.831944444444446,75.94027777777778,10.440277777777778,
Kelantan,2024,August,51.279472954230236,27.968011126564672,81.15438108484005,8.08066759388039,
Kelantan,2024,February,59.57830459770115,27.483405483405484,79.27417027417027,12.373737373737374,
Kelantan,2024,January,47.94396551724138,26.94396551724138,82.60775862068965,13.459770114942529,
Kelantan,2024,July,64.56458333333333,28.343532684283726,82.82753824756607,7.17941585535466,
Kelantan,2024,June,56.87013888888889,28.738888888888887,77.71111111111111,8.019444444444444,
Kelantan,2024,March,60.778225806451616,28.271505376344088,77.50403225806451,10.90725806451613,
Kelantan,2024,May,64.99260752688173,30.016129032258064,76.68817204301075,9.301075268817204,
Kuala Lumpur,2014,August,51.17391304347826,27.854166666666668,78.91666666666667,8.625,
Kuala Lumpur,2014,December,41.079944865609924,26.739247311827956,85.0611559139785,6.332661290322581,
Kuala Lumpur,2014,November,38.95092460881934,27.08240223463687,84.68156424581005,6.207402234636872,
Kuala Lumpur,2014,October,57.81453804347826,27.560942760942762,81.61885521885522,6.3544474393531,
Kuala Lumpur,2014,September,56.94332298136646,27.698220640569396,80.32099644128114,6.859786476868328,
Kuala Lumpur,2015,April,46.77181688125894,28.36230876216968,79.50834492350486,7.608484005563282,
Kuala Lumpur,2015,August,66.64516129032258,28.219233355749832,77.85003362474781,8.237390719569603,
Kuala Lumpur,2015,December,60.12903225806452,27.275537634408604,82.27083333333333,6.691532258064516,
Kuala Lumpur,2015,February,45.285714285714285,28.252985074626867,69.55298507462686,9.785394932935917,
Kuala Lumpur,2015,January,45.37433962264151,27.30733019502354,76.13180901143241,8.041022192333557,
Kuala Lumpur,2015,July,63.83606557377049,28.40633423180593,79.26280323450135,7.684636118598383,
Kuala Lumpur,2015,June,47.64055299539171,28.366548042704625,80.59430604982207,7.362277580071174,
Kuala Lumpur,2015,March,54.12038523274478,28.144204851752022,76.86185983827494,7.568059299191375,
Kuala Lumpur,2015,May,45.482686980609415,28.109616677874914,80.76395427034298,7.1519838601210495,
Kuala Lumpur,2015,November,59.95,27.07018763029882,85.27102154273801,6.365531619179986,
Kuala Lumpur,2015,October,108.93548387096774,27.899798251513115,80.01479488903833,6.267652992602556,
Kuala Lumpur,2015,September,107.86666666666666,27.731944444444444,80.39861111111111,7.0125,
Kuala Lumpur,2016,April,58.88333333333333,29.395138888888887,76.31875,6.808333333333334,
Kuala Lumpur,2016,August,48.85245901639344,28.110887096774192,78.03561827956989,5.959005376344086,
Kuala Lumpur,2016,December,36.50819672131148,27.563257065948857,81.13660834454913,6.574410774410774,
Kuala Lumpur,2016,February,34.05172413793103,28.100574712643677,74.79454022988506,9.119971264367816,
Kuala Lumpur,2016,January,37.306451612903224,28.43375924680565,77.00336247478144,8.246133154001345,
Kuala Lumpur,2016,July,38.16393442622951,27.65904505716207,80.52252858103564,7.041022192333558,
Kuala Lumpur,2016,June,40.81666666666667,27.844444444444445,80.22708333333334,6.366666666666666,
Kuala Lumpur,2016,March,47.03225806451613,29.091787439613526,74.7232574189096,8.189095928226363,
Kuala Lumpur,2016,May,44.12903225806452,28.263795423956932,82.83445491251682,6.450874831763122,
Kuala Lumpur,2016,November,34.31666666666667,26.6566852367688,86.41782729805014,5.906620209059233,
Kuala Lumpur,2016,October,32.74193548387097,27.747311827956988,80.10416666666667,7.463709677419355,
Kuala Lumpur,2016,September,34.96666666666667,27.68519805420431,79.69492703266157,6.829047949965253,
Kuala Lumpur,2017,April,32.421652421652425,,,,
Kuala Lumpur,2017,August,30.637543252595155,,,,
Kuala Lumpur,2017,December,26.91384051329056,,,,
Kuala Lumpur,2017,February,38.026785714285715,,,,
Kuala Lumpur,2017,January,39.82099596231494,27.89351851851852,77.60185185185185,6.060185185185185,
Kuala Lumpur,2017,July,31.480910425844346,27.946428571428573,78.98958333333333,7.154761904761905,
Kuala Lumpur,2017,June,34.08743718592965,27.881127450980394,80.85539215686275,6.051470588235294,
Kuala Lumpur,2017,March,40.46111111111111,,,,
Kuala Lumpur,2017,May,32.57671232876712,,,,
Kuala Lumpur,2017,November,24.961672473867594,,,,
Kuala Lumpur,2017,October,29.981944444444444,27.711340206185568,82.58910162002945,6.029455081001473,
Kuala Lumpur,2017,September,26.760994263862333,27.551499348109516,81.40677966101696,6.296875,
Kuala Lumpur,2018,April,32.00731528895391,28.689583333333335,77.51736111111111,7.024305555555555,
Kuala Lumpur,2018,August,51.44261119081779,28.39378969654199,76.17854622441779,7.599858856739591,
Kuala Lumpur,2018,December,53.32258064516129,27.291666666666668,85.04435483870968,5.974462365591398,
Kuala Lumpur,2018,February,30.416737109044803,28.134114583333332,69.52542372881356,10.079427083333334,
Kuala Lumpur,2018,January,24.902721088435374,27.241666666666667,82.85972222222222,6.4527777777777775,
Kuala Lumpur,2018,July,35.450940860215056,27.838709677419356,81.34543010752688,6.616935483870968,
Kuala Lumpur,2018,June,32.10394265232975,28.1,80.04930555555555,6.8493055555555555,
Kuala Lumpur,2018,March,30.41871921182266,28.241319444444443,76.875,7.048611111111111,
Kuala Lumpur,2018,May,32.00551724137931,28.225806451612904,81.76209677419355,6.376344086021505,
Kuala Lumpur,2018,November,55.4125,27.518055555555556,84.09861111111111,5.799305555555556,
Kuala Lumpur,2018,October,60.410618279569896,27.350134408602152,83.55913978494624,6.056451612903226,
Kuala Lumpur,2018,September,63.41811594202898,27.365398420674804,81.05814788226849,6.252510760401722,
Kuala Lumpur,2019,April,62.21944444444444,28.62030598052851,80.97635605006954,6.060542797494781,
Kuala Lumpur,2019,August,72.78158602150538,28.767641882974043,72.53422789265288,3.0267136098580703,3.1032487562189055
Kuala Lumpur,2019,December,51.51753155680225,28.400240693196405,79.75208065896447,1.5891046213093711,4.392268712226872
Kuala Lumpur,2019,February,57.38397581254724,28.691275167785236,73.59358687546607,7.480984340044743,
Kuala Lumpur,2019,January,52.89636608344549,28.286290322580644,75.24529569892474,8.612231182795698,
Kuala Lumpur,2019,July,64.05846774193549,28.224853191892404,71.42167077097935,3.550388331123319,0.2548474918074111
Kuala Lumpur,2019,June,57.53125,28.187946127946127,81.6837037037037,6.867676767676768,0.24456521739130435
Kuala Lumpur,2019,March,66.42847222222223,28.84744623655914,74.72110215053763,6.727150537634409,
Kuala Lumpur,2019,May,56.24663978494624,28.96875,78.7085597826087,6.844429347826087,
Kuala Lumpur,2019,November,58.95415695415696,28.36216852947622,81.32558623712471,1.4429761122068814,5.023634130650915
Kuala Lumpur,2019,October,60.54681139755767,27.531471903217323,80.56427632155693,2.168741234221599,7.282751008064516
Kuala Lumpur,2019,September,109.70069444444445,29.100869270715737,70.64035899751637,3.2657936328742383,2.654921844722904
Kuala Lumpur,2020,April,48.8027556200145,29.281574297188758,82.43134136546185,1.4196840696117803,5.396798375398897
Kuala Lumpur,2020,August,58.76157082748948,29.589289249653532,91.7759156602653,1.894240750041855,0.8507628713153544
Kuala Lumpur,2020,December,52.242636746143056,27.678593699602192,96.92890011826685,1.2382310030395138,4.0621778866256495
Kuala Lumpur,2020,February,52.3808095952024,30.17228416378885,77.39396151948694,1.7767234946329142,1.2603208157174832
Kuala Lumpur,2020,January,54.96493688639551,29.67553129122087,77.3256265572329,1.699493684100637,5.765826219684549
Kuala Lumpur,2020,July,55.64412238325282,28.420074547390843,89.72787539936103,1.79781732319742,6.18419450243563
Kuala Lumpur,2020,June,58.794435857805254,28.894812059514486,85.8489624119029,1.8075698251109371,2.7469969040247677
Kuala Lumpur,2020,March,56.11430575035063,30.176325826371233,82.9757446422085,1.6198153004218447,2.172457731958763
Kuala Lumpur,2020,May,55.274193548387096,29.668461886963417,84.71064673235928,1.5525654094461434,4.156963961922031
Kuala Lumpur,2020,November,51.23502994011976,28.02178002064457,98.32378713155178,1.1185943423738698,4.981973661208554
Kuala Lumpur,2020,October,53.11991584852735,28.880922976925575,94.9107138988192,1.791539264444035,3.302435033686237
Kuala Lumpur,2020,September,52.2095652173913,28.210147904683648,94.86976576946785,1.7321223709369025,5.930541922290389
Kuala Lumpur,2021,April,58.233333333333334,28.648520772135964,96.05842425514058,1.3671422576584138,2.2901391054831266
Kuala Lumpur,2021,August,50.48807854137448,28.293371617675685,96.12572513139965,1.1597819739147364,2.1147204227753154
Kuala Lumpur,2021,December,54.45773638968481,27.496012670020495,83.12458676036094,2.165386355772046,4.445241010484835
Kuala Lumpur,2021,February,58.82919254658385,29.185297511125764,84.20147519367067,1.8973159160330149,1.1875314973092752
Kuala Lumpur,2021,January,50.12246376811594,27.751953839122486,98.21885283363802,1.2217430600387347,2.410448795702651
Kuala Lumpur,2021,July,55.518232819074335,29.00418288908855,95.24156933213537,1.2484576220425276,0.7334304430270643
Kuala Lumpur,2021,June,55.728476821192054,28.848404142887336,95.87558655675333,1.3140773620798984,0.9675174868081974
Kuala Lumpur,2021,March,60.365817091454275,28.5375383985255,87.47870161785788,1.5404630502086418,3.621509626955475
Kuala Lumpur,2021,May,59.901122019635345,28.885902065578506,95.63947710530117,1.4351870576339736,1.1324910607866507
Kuala Lumpur,2021,November,52.16088560885609,27.533319348664026,85.32622125494926,2.0907202978734563,3.7096673582906585
Kuala Lumpur,2021,October,54.34319526627219,28.448697873285578,82.16165805985896,2.174690432561497,2.3437682227493606
Kuala Lumpur,2021,September,52.57463884430177,27.771199758235117,87.06768409388536,1.8777576307041401,3.350903882877148
Kuala Lumpur,2022,April,57.0316091954023,28.83038317239683,80.33271820524944,1.6466363677957572,2.133318719380909
Kuala Lumpur,2022,August,58.064864864864866,27.73185621539387,80.0704134161227,2.0812804047480054,2.3022857766222433
Kuala Lumpur,2022,December,55.80040322580645,26.988543361081877,82.50645826011949,1.5966693822782385,2.34836820083682
Kuala Lumpur,2022,February,54.42395587076438,27.4138572877546,80.91379149647743,2.3161901367910307,2.7271285009770168
Kuala Lumpur,2022,January,59.76647966339411,27.404413599842368,82.46218884777896,1.9563128051316856,2.442205549690846
Kuala Lumpur,2022,July,57.12587412587413,28.514119578054004,77.9472507456114,1.8286735122800697,1.9463994223230863
Kuala Lumpur,2022,June,51.53862973760933,26.879075397960154,78.86874845105329,1.3515070060051473,5.36086429915334
Kuala Lumpur,2022,March,52.39254385964912,28.30273086132143,82.43775156589682,2.1239135581910933,4.661787719436976
Kuala Lumpur,2022,May,54.67338709677419,28.195889181762098,75.03594902139281,1.3057951752389623,1.2860862891904539
Kuala Lumpur,2022,November,59.867097701149426,27.20268345372308,84.45271045703099,1.664227367852562,5.721602913138322
Kuala Lumpur,2022,October,60.25972222222222,27.332173388149307,82.11890824849908,1.9926944661968153,3.983352232931995
Kuala Lumpur,2022,September,61.395833333333336,27.58905805893988,79.96032445190566,1.9032278975450025,3.8477017206460506
Kuala Lumpur,2023,April,67.85416666666667,28.0138828433927,82.69682688754773,1.8223457322330336,3.3828863796753703
Kuala Lumpur,2023,August,60.230510752688176,27.782071828140246,83.01062303283534,1.7459996976235963,2.259203699557844
Kuala Lumpur,2023,December,57.403225806451616,27.562971976023363,87.99083457144322,1.4139690814078592,3.4085635769265834
Kuala Lumpur,2023,February,60.508184523809526,27.125767661584714,81.05387062039262,1.7441099975151164,2.438165227530036
Kuala Lumpur,2023,January,64.11416184971098,26.827405925925923,82.12063991919311,1.6847655263587886,1.8402613031814117
Kuala Lumpur,2023,July,58.041666666666664,28.077083003326468,81.12038782406674,1.9286798078952925,4.424455384532948
Kuala Lumpur,2023,June,65.5736111111111,28.73712814324203,79.41329638723255,1.9953981059277446,2.16457669536367
Kuala Lumpur,2023,March,60.45900537634409,27.947218680802525,77.73303624379416,1.969166511344189,1.4359541393379125
Kuala Lumpur,2023,May,57.17607526881721,29.129633399821174,79.38985349748951,2.0164784373065547,2.1275215944044157
Kuala Lumpur,2023,November,58.32738095238095,27.547523363855813,87.58357315280568,1.544035899234006,3.8209578017933894
Kuala Lumpur,2023,October,82.83131720430107,27.78644201205264,84.20031730414463,1.7032246956093964,3.180552993664005
Kuala Lumpur,2023,September,74.79722222222222,28.358546935332953,79.8990326959318,2.051375179557465,2.564768331802633
Kuala Lumpur,2024,April,74.58819444444444,29.070153071922835,84.9688669881876,1.4107780915368917,2.0726050139354983
Kuala Lumpur,2024,August,56.78954703832753,27.934824066612947,84.21767988778464,1.8718670725520041,2.9905994351826544
Kuala Lumpur,2024,February,61.27155172413793,28.633774276654776,80.24570451843044,1.8209532400697999,1.5892298211333233
Kuala Lumpur,2024,January,56.439655172413794,27.78817388493859,83.43271170006464,1.6375371009752255,1.929517294507357
Kuala Lumpur,2024,July,62.61666666666667,28.762384731173366,81.20069709325266,2.2234088883043244,1.9751560752263202
Kuala Lumpur,2024,June,59.2,27.976482934003307,85.11567344812795,1.8323350082725658,2.8656312953853362
Kuala Lumpur,2024,March,65.58400537634408,29.113512424620506,80.39008239758786,1.6409269937702722,2.522673151142172
Kuala Lumpur,2024,May,63.712925170068026,29.008221769709575,84.52447828661381,1.6679866556908278,2.531747049995586
Labuan,2014,August,25.916666666666668,27.5,80.25,2.25,
Labuan,2014,December,34.093979441997064,27.56451612903226,82.84139784946237,4.842741935483871,
Labuan,2014,November,23.692200557103064,28.00977653631285,82.43994413407822,4.379888268156424,
Labuan,2014,October,27.09809264305177,27.694070080862534,82.33827493261455,4.549865229110512,
Labuan,2014,September,29.091822094691537,28.29861111111111,80.3236111111111,4.480555555555555,
Labuan,2015,April,39.46870451237263,28.6625,79.44166666666666,5.775,
Labuan,2015,August,45.96774193548387,27.895020188425303,82.12247644683714,5.0471063257065945,
Labuan,2015,December,18.161290322580644,28.280913978494624,83.43817204301075,7.698924731182796,
Labuan,2015,February,33.95820895522388,27.332339791356183,79.3725782414307,9.602086438152012,
Labuan,2015,January,32.26010781671159,27.133064516129032,82.4758064516129,7.583333333333333,
Labuan,2015,July,51.483870967741936,28.556603773584907,79.97978436657682,5.002695417789758,
Labuan,2015,June,44.52542372881356,28.433333333333334,82.67361111111111,3.8944444444444444,
Labuan,2015,March,39.1438263229308,27.753369272237197,78.71967654986523,8.304582210242588,
Labuan,2015,May,41.869198312236286,28.599462365591396,79.61155913978494,4.170698924731183,
Labuan,2015,November,19.233333333333334,27.88718662952646,85.66713091922006,4.796657381615599,
Labuan,2015,October,37.67741935483871,28.581989247311828,78.25,5.754032258064516,
Labuan,2015,September,57.48148148148148,28.439606741573034,80.88764044943821,4.051966292134831,
Labuan,2016,April,29.4,29.102777777777778,83.17361111111111,5.240277777777778,
Labuan,2016,August,30.032258064516128,28.877688172043012,77.9502688172043,5.162634408602151,
Labuan,2016,December,28.93548387096774,27.987903225806452,83.63844086021506,4.862903225806452,
Labuan,2016,February,22.379310344827587,27.686781609195403,84.71264367816092,13.46551724137931,
Labuan,2016,January,18.35483870967742,28.118758434547907,84.81646423751687,8.601889338731445,
Labuan,2016,July,30.35483870967742,28.118279569892472,81.48924731182795,4.494623655913978,
Labuan,2016,June,25.433333333333334,28.041724617524338,81.15855354659249,4.560500695410292,
Labuan,2016,March,28.580645161290324,28.271621621621623,83.80135135135136,9.381081081081081,
Labuan,2016,May,25.193548387096776,29.338274932614556,81.68059299191374,5.11455525606469,
Labuan,2016,November,27.633333333333333,27.859527121001392,84.99860917941585,5.340751043115438,
Labuan,2016,October,26.93548387096774,27.948924731182796,81.22446236559139,5.106182795698925,
Labuan,2016,September,25.8,27.947148817802503,80.53407510431154,4.719054242002781,
Labuan,2017,January,,27.939814814814813,84.18518518518519,5.180555555555555,
Labuan,2017,July,,27.652439024390244,84.55182926829268,4.320121951219512,
Labuan,2017,June,,27.568627450980394,85.45833333333333,3.9411764705882355,
Labuan,2017,October,,27.605555555555554,83.47777777777777,5.875,
Labuan,2017,September,,27.783854166666668,82.15625,4.341145833333333,
Labuan,2018,April,20.453407510431155,28.044444444444444,85.06805555555556,5.834722222222222,
Labuan,2018,August,47.618384401114206,28.2722143864598,84.32299012693935,4.757404795486601,
Labuan,2018,December,31.977150537634408,27.88978494623656,84.70833333333333,5.950268817204301,
Labuan,2018,February,17.326359832635983,26.247395833333332,86.09114583333333,9.611979166666666,
Labuan,2018,January,,26.75,88.78611111111111,4.633333333333334,
Labuan,2018,July,22.607526881720432,27.96505376344086,85.78763440860214,4.505376344086022,
Labuan,2018,June,24.59319526627219,27.881944444444443,86.60138888888889,4.116666666666666,
Labuan,2018,March,18.53450608930988,26.95486111111111,87.40625,5.256944444444445,
Labuan,2018,May,17.22983870967742,27.991935483870968,86.82930107526882,4.547043010752688,
Labuan,2018,November,30.194444444444443,27.889842632331902,85.2346208869814,5.14,
Labuan,2018,October,39.55510752688172,27.606182795698924,85.90591397849462,4.708333333333333,
Labuan,2018,September,45.21551724137931,27.435277382645804,86.00711237553342,4.7411095305832145,
Labuan,2019,April,44.63333333333333,28.987465181058496,80.99025069637884,5.50974930362117,
Labuan,2019,August,56.178763440860216,28.47983870967742,78.68817204301075,4.727150537634409,
Labuan,2019,December,43.75876577840112,27.35483870967742,82.96370967741936,5.200268817204301,
Labuan,2019,February,46.225806451612904,27.265671641791045,84.60746268656716,8.67313432835821,
Labuan,2019,January,31.22043010752688,27.50471063257066,83.65410497981158,9.293010752688172,
Labuan,2019,July,42.692628650904034,28.056451612903224,81.43682795698925,4.119623655913978,
Labuan,2019,June,32.525,28.573611111111113,82.75555555555556,4.230555555555555,
Labuan,2019,March,46.63055555555555,27.864247311827956,81.40725806451613,6.598118279569892,
Labuan,2019,May,44.57661290322581,29.131284916201118,80.50418994413408,4.143854748603352,
Labuan,2019,November,47.43012422360248,27.65277777777778,80.90277777777777,5.075,
Labuan,2019,October,39.83739837398374,27.725806451612904,81.4475806451613,4.32258064516129,
Labuan,2019,September,65.45555555555555,28.8,77.03472222222223,5.133333333333334,
Labuan,2020,April,48.66376811594203,28.58888888888889,85.64027777777778,4.948611111111111,
Labuan,2020,August,40.727910238429175,28.032258064516128,84.25806451612904,4.051075268817204,
Labuan,2020,December,35.4586255259467,27.283653846153847,85.10096153846153,4.2548076923076925,
Labuan,2020,February,44.557721139430285,27.76867816091954,80.15373563218391,10.531609195402298,
Labuan,2020,January,45.12201963534362,28.039030955585464,80.1157469717362,8.500672947510095,
Labuan,2020,July,34.61674718196457,27.596231493943474,88.48452220726783,4.017496635262449,
Labuan,2020,June,34.35548686244204,27.654166666666665,87.75138888888888,3.888888888888889,
Labuan,2020,March,49.47826086956522,28.103494623655912,84.28763440860214,6.114247311827957,
Labuan,2020,May,38.308555399719495,28.81048387096774,86.29704301075269,4.095430107526882,
Labuan,2020,November,42.10179640718563,27.40625,83.8125,5.333333333333333,
Labuan,2020,October,46.32928679817906,26.941813261163734,84.74154262516915,4.948579161028417,
Labuan,2020,September,35.342608695652174,27.445833333333333,84.07777777777778,4.940277777777778,
Labuan,2021,April,44.946376811594206,27.560669456066947,85.64016736401673,3.899441340782123,
Labuan,2021,August,48.55680224403927,27.321236559139784,84.09005376344086,4.286290322580645,
Labuan,2021,December,36.157082748948106,27.478494623655912,85.46774193548387,4.831989247311828,
Labuan,2021,February,40.86645962732919,26.576271186440678,84.24670433145009,6.549905838041432,
Labuan,2021,January,29.891304347826086,26.75,86.575,3.875,
Labuan,2021,July,47.950980392156865,27.57837837837838,84.69189189189188,4.243243243243243,
Labuan,2021,June,48.72753623188406,27.665277777777778,84.6625,3.7319444444444443,
Labuan,2021,March,39.29085457271364,27.423387096774192,84.06989247311827,5.561827956989247,
Labuan,2021,May,39.776998597475455,27.97043010752688,85.51478494623656,4.418010752688172,
Labuan,2021,November,46.791304347826085,27.3375,85.3875,3.8041666666666667,
Labuan,2021,October,47.7085798816568,27.490591397849464,82.40860215053763,4.516129032258065,
Labuan,2021,September,52.08186195826645,26.856944444444444,81.96666666666667,3.9819444444444443,
Labuan,2022,April,38.04597701149425,27.469444444444445,85.79583333333333,4.341666666666667,
Labuan,2022,August,35.917469050894084,27.723118279569892,84.84677419354838,4.202956989247312,
Labuan,2022,December,33.041666666666664,26.662634408602152,85.67338709677419,4.303763440860215,
Labuan,2022,February,32.12752721617419,27.484304932735427,83.98355754857997,7.43796711509716,
Labuan,2022,January,43.67741935483871,27.21967654986523,85.73584905660377,6.718328840970351,
Labuan,2022,July,38.41018387553041,27.61962365591398,83.59946236559139,4.047043010752688,
Labuan,2022,June,37.41853512705531,27.71388888888889,85.04166666666667,3.698611111111111,
Labuan,2022,March,38.638728323699425,27.178763440860216,86.82123655913979,4.037634408602151,
Labuan,2022,May,44.094086021505376,28.355795148247978,83.93396226415095,3.81266846361186,
Labuan,2022,November,34.568345323741006,27.374651810584957,85.41922005571031,3.8231197771587744,
Labuan,2022,October,30.01426533523538,27.192204301075268,86.06317204301075,5.056451612903226,
Labuan,2022,September,39.90279823269514,27.096100278551532,85.1991643454039,4.293871866295264,
Labuan,2023,April,52.34444444444444,27.625,81.77083333333333,3.7708333333333335,
Labuan,2023,August,47.2755376344086,27.669354838709676,80.77822580645162,3.4556451612903225,
Labuan,2023,December,28.724462365591396,28.65994623655914,81.33870967741936,5.591397849462366,
Labuan,2023,February,36.67857142857143,27.136431784107945,84.25637181409296,6.737631184407796,
Labuan,2023,January,37.69166666666667,26.740591397849464,86.31586021505376,4.713709677419355,
Labuan,2023,July,33.12768817204301,27.092032967032967,83.46565934065934,4.111263736263736,
Labuan,2023,June,40.94027777777778,27.740277777777777,81.09166666666667,3.0319444444444446,
Labuan,2023,March,35.48790322580645,26.803763440860216,85.80862533692722,7.959677419354839,
Labuan,2023,May,44.36021505376344,27.927321668909826,81.90847913862719,3.518169582772544,
Labuan,2023,November,29.802450229709034,28.155172413793103,83.00287356321839,3.8347701149425286,
Labuan,2023,October,50.498655913978496,28.19489247311828,83.48521505376344,3.385752688172043,
Labuan,2023,September,48.293055555555554,27.4,83.26811594202898,3.526086956521739,
Labuan,2024,April,41.99444444444445,29.29861111111111,81.95277777777778,4.386111111111111,
Labuan,2024,August,36.42024965325936,27.366666666666667,86.93194444444444,3.1944444444444446,
Labuan,2024,February,40.72270114942529,27.864357864357864,82.68253968253968,8.601731601731602,
Labuan,2024,January,36.18103448275862,28.184172661870505,82.66906474820144,8.256115107913669,
Labuan,2024,July,44.422222222222224,28.030555555555555,83.15555555555555,2.7805555555555554,
Labuan,2024,June,41.356944444444444,27.90138888888889,84.86111111111111,3.3361111111111112,
Labuan,2024,March,54.23521505376344,28.40456989247312,80.74059139784946,7.958333333333333,
Labuan,2024,May,39.36290322580645,28.607526881720432,86.05510752688173,3.064516129032258,
Melaka,2014,August,35.833333333333336,27.125,85.125,7.875,
Melaka,2014,December,37.40107671601615,26.756569847856156,86.01383125864454,7.001383125864454,
Melaka,2014,November,39.25138888888889,27.103641456582633,85.96638655462185,6.064425770308123,
Melaka,2014,October,53.30425824175824,27.768506056527592,82.6985195154778,6.278600269179004,
Melaka,2014,September,48.6006968641115,27.529166666666665,82.63055555555556,6.301388888888889,
Melaka,2015,April,43.348643006263046,28.144444444444446,82.76666666666667,7.0777777777777775,
Melaka,2015,August,60.483870967741936,28.1747311827957,84.05779569892474,6.547043010752688,
Melaka,2015,December,52.75806451612903,27.678763440860216,84.75,7.598118279569892,
Melaka,2015,February,45.54103343465046,27.349253731343282,76.16268656716417,12.873134328358208,
Melaka,2015,January,46.51010781671159,26.74462365591398,79.3225806451613,11.614247311827956,
Melaka,2015,July,59.18032786885246,28.372222222222224,82.8013888888889,6.634722222222222,
Melaka,2015,June,43.067055393586,28.426388888888887,83.90555555555555,6.406944444444444,
Melaka,2015,March,50.63317599460553,28.125,79.21102150537635,9.013440860215054,
Melaka,2015,May,43.081756245268735,28.577956989247312,83.82930107526882,6.182795698924731,
Melaka,2015,November,56.016666666666666,27.604166666666668,86.925,5.3694444444444445,
Melaka,2015,October,104.87096774193549,27.903225806451612,83.91397849462365,5.525537634408602,
Melaka,2015,September,110.08333333333333,27.904166666666665,85.075,5.783333333333333,
Melaka,2016,April,52.61666666666667,29.643055555555556,78.46527777777777,7.580555555555556,
Melaka,2016,August,50.66129032258065,28.611559139784948,79.98655913978494,5.623655913978495,
Melaka,2016,December,37.62903225806452,27.370967741935484,83.87231182795699,6.748655913978495,
Melaka,2016,February,42.05172413793103,27.932471264367816,79.78591954022988,12.780172413793103,
Melaka,2016,January,41.016129032258064,28.455525606469003,82.5377358490566,9.526954177897574,
Melaka,2016,July,43.04838709677419,28.05510752688172,81.82930107526882,6.161290322580645,
Melaka,2016,June,52.61666666666667,28.28611111111111,82.00277777777778,5.648611111111111,
Melaka,2016,March,49.693548387096776,29.366216216216216,74.32837837837837,11.645945945945947,
